City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Bowen,AU,2020-10-17 00:25:35,-20.02,148.23,78.8,50,40,16.11
269,Palu,ID,2020-10-17 00:25:35,-0.89,119.87,79.2,75,100,2.73
270,Dunedin,NZ,2020-10-17 00:25:35,-45.87,170.5,46.99,65,90,18.01
271,Kuloy,RU,2020-10-17 00:25:35,61.03,42.49,33.44,92,69,8.19
272,Isangel,VU,2020-10-17 00:25:35,-19.55,169.27,82.4,69,20,11.41
273,Warah,PK,2020-10-17 00:25:35,27.45,67.8,72.86,20,52,3.09
274,Kedrovyy,RU,2020-10-17 00:25:35,56.17,91.82,39.2,80,96,11.18
275,Kirakira,SB,2020-10-17 00:25:36,-10.45,161.92,85.01,65,24,5.64
276,Manakara,MG,2020-10-17 00:25:36,-22.13,48.02,71.69,90,76,0.31
277,Tsumeb,NA,2020-10-17 00:25:36,-19.23,17.72,73.02,20,82,12.68
278,Sirhind,IN,2020-10-17 00:25:36,30.65,76.38,67.91,41,0,3.06
279,Kumluca,TR,2020-10-17 00:25:36,36.37,30.29,72.61,47,67,4.23
280,Dhidhdhoo,MV,2020-10-17 00:25:36,6.88,73.1,81.75,73,68,13.13
281,Nioro,GM,2020-10-17 00:25:37,13.35,-15.75,78.31,85,73,4.5
282,Norman Wells,CA,2020-10-17 00:25:37,65.28,-126.83,21.2,73,90,16.11
283,Bastrop,US,2020-10-17 00:25:37,32.76,-91.87,57.2,81,1,5.46
284,Visnes,NO,2020-10-17 00:25:37,59.36,5.22,52.0,93,3,10.29
285,Maykor,RU,2020-10-17 00:25:37,59.01,55.88,34.41,87,100,4.03
286,Sirok,HU,2020-10-17 00:25:37,47.93,20.2,43.11,93,82,3.15
287,Tocache,PE,2020-10-17 00:25:37,-8.18,-76.51,72.37,85,59,1.63
288,Dudinka,RU,2020-10-17 00:25:38,69.41,86.18,15.8,92,48,11.18
289,Fare,PF,2020-10-17 00:25:38,-16.7,-151.02,79.11,80,82,11.59
290,Port Hardy,CA,2020-10-17 00:25:38,50.7,-127.42,51.8,76,75,10.29
291,Havoysund,NO,2020-10-17 00:25:38,71.0,24.66,33.8,80,75,19.46
292,Zhezkazgan,KZ,2020-10-17 00:25:38,47.8,67.71,47.03,52,16,3.38
293,Gayny,RU,2020-10-17 00:25:38,60.31,54.32,30.42,96,74,5.73
294,Flagstaff,US,2020-10-17 00:25:14,35.2,-111.65,72.0,10,1,10.29
295,Kafue,ZM,2020-10-17 00:25:39,-15.77,28.18,66.2,52,0,6.93
296,Nacala,MZ,2020-10-17 00:25:39,-14.54,40.67,72.84,85,8,8.01
297,General Roca,AR,2020-10-17 00:25:39,-39.03,-67.58,78.8,57,0,2.86
298,Henties Bay,NA,2020-10-17 00:25:39,-22.12,14.28,57.0,94,45,3.53
299,Ust-Nera,RU,2020-10-17 00:25:39,64.57,143.2,16.38,88,99,6.69
300,Grindavik,IS,2020-10-17 00:25:39,63.84,-22.43,41.0,100,75,6.93
301,Alamosa,US,2020-10-17 00:23:35,37.47,-105.87,66.2,16,1,4.7
302,Ampanihy,MG,2020-10-17 00:25:39,-24.7,44.75,66.6,77,81,14.85
303,Itaituba,BR,2020-10-17 00:25:40,-4.28,-55.98,82.62,55,61,1.83
304,Comapa,GT,2020-10-17 00:25:40,14.12,-89.92,64.83,100,100,0.98
305,Moree,AU,2020-10-17 00:25:07,-29.47,149.85,80.6,28,100,20.8
306,Lasa,IT,2020-10-17 00:25:40,46.62,10.7,45.0,100,40,5.82
307,Unity,CA,2020-10-17 00:25:40,52.45,-109.17,30.29,65,88,11.23
308,Simao,CN,2020-10-17 00:25:40,22.79,100.97,59.79,92,100,2.71
309,Zheleznodorozhnyy,RU,2020-10-17 00:25:40,55.75,38.0,33.8,83,40,3.94
310,Mari-Turek,RU,2020-10-17 00:25:40,56.79,49.62,35.55,84,86,12.5
311,Najran,SA,2020-10-17 00:25:41,17.49,44.13,62.6,36,0,2.37
312,Hamina,FI,2020-10-17 00:25:41,60.57,27.2,28.99,100,46,3.36
313,Puerto Madryn,AR,2020-10-17 00:25:41,-42.77,-65.04,71.58,42,0,22.48
314,Dzilam Gonzalez,MX,2020-10-17 00:25:41,21.28,-88.93,78.15,87,12,4.92
315,Hisua,IN,2020-10-17 00:25:41,24.83,85.42,78.8,94,10,0.76
316,Magway,MM,2020-10-17 00:25:41,20.15,94.92,76.77,92,75,2.82
317,Knysna,ZA,2020-10-17 00:25:41,-34.04,23.05,59.0,82,29,4.7
318,Pozo Colorado,PY,2020-10-17 00:25:42,-23.49,-58.8,81.01,50,94,4.32
319,Qandala,SO,2020-10-17 00:25:42,11.47,49.87,80.58,47,0,0.87
320,Lompoc,US,2020-10-17 00:22:58,34.64,-120.46,80.01,34,1,11.41
321,Ahipara,NZ,2020-10-17 00:25:42,-35.17,173.17,60.21,53,0,4.94
322,Rio Bueno,CL,2020-10-17 00:25:42,-40.32,-72.97,59.0,62,5,5.82
323,Castro,BR,2020-10-17 00:25:42,-24.79,-50.01,54.61,89,32,8.88
324,Manicore,BR,2020-10-17 00:25:42,-5.81,-61.3,77.72,77,44,1.59
325,Chirongui,YT,2020-10-17 00:25:43,-12.93,45.15,78.8,78,20,6.93
326,Mbandaka,CD,2020-10-17 00:25:43,0.05,18.26,71.31,93,1,2.42
327,Yazman,PK,2020-10-17 00:25:43,29.12,71.74,71.78,21,21,1.81
328,Bandarbeyla,SO,2020-10-17 00:25:43,9.49,50.81,79.7,78,4,11.99
329,Male,MV,2020-10-17 00:25:43,4.17,73.51,82.4,78,75,16.11
330,Kenai,US,2020-10-17 00:25:43,60.55,-151.26,39.0,51,20,6.93
331,Cherkasskoye,RU,2020-10-17 00:25:43,52.43,47.22,51.31,78,98,13.82
332,Bambanglipuro,ID,2020-10-17 00:25:43,-7.95,110.28,79.0,76,100,7.14
333,Qaqortoq,GL,2020-10-17 00:25:44,60.72,-46.03,39.2,83,92,2.24
334,Dalbandin,PK,2020-10-17 00:25:44,28.89,64.41,52.14,36,0,6.91
335,Klaksvik,FO,2020-10-17 00:25:44,62.23,-6.59,42.8,93,92,9.17
336,Rincon,US,2020-10-17 00:21:55,32.3,-81.24,78.8,54,75,6.93
337,Lavrentiya,RU,2020-10-17 00:25:44,65.58,-171.0,39.63,93,100,24.2
338,Vakhrushev,RU,2020-10-17 00:25:44,48.98,142.97,47.43,54,13,16.04
339,Tomatlan,MX,2020-10-17 00:25:44,19.93,-105.25,83.3,82,60,3.24
340,Haines Junction,CA,2020-10-17 00:25:45,60.75,-137.51,25.7,68,22,8.48
341,Biak,ID,2020-10-17 00:25:45,-0.91,122.88,77.68,83,100,4.25
342,Havre-Saint-Pierre,CA,2020-10-17 00:25:45,50.23,-63.6,48.2,93,90,12.75
343,Svetlogorsk,BY,2020-10-17 00:25:45,52.63,29.73,41.04,92,26,7.99
344,Turukhansk,RU,2020-10-17 00:25:45,65.82,87.98,27.84,98,100,13.06
345,Salalah,OM,2020-10-17 00:25:45,17.02,54.09,75.2,50,0,2.24
346,Horta,PT,2020-10-17 00:25:45,38.53,-28.63,63.77,71,28,8.86
347,Fernie,CA,2020-10-17 00:24:14,49.5,-115.07,48.2,81,75,8.05
348,Novyy Urengoy,RU,2020-10-17 00:25:46,66.08,76.63,31.57,99,100,16.69
349,Isla Vista,US,2020-10-17 00:25:46,34.41,-119.86,90.0,42,1,4.7
350,Neryungri,RU,2020-10-17 00:25:46,56.67,124.65,16.88,94,100,11.43
351,Paita,PE,2020-10-17 00:25:46,-5.09,-81.11,63.07,89,28,13.29
352,Butwal,NP,2020-10-17 00:25:46,27.7,83.45,73.42,78,0,3.47
353,Goulburn,AU,2020-10-17 00:22:37,-34.75,149.72,68.0,73,100,1.99
354,Praia,CV,2020-10-17 00:21:39,14.92,-23.51,77.0,88,96,5.82
355,Bucerias,MX,2020-10-17 00:25:47,20.75,-105.33,88.0,79,40,8.05
356,Wanning,CN,2020-10-17 00:25:47,18.8,110.4,78.15,85,100,21.68
357,Gawler,AU,2020-10-17 00:25:47,-34.6,138.73,60.01,79,100,4.0
358,Buala,SB,2020-10-17 00:25:47,-8.14,159.59,84.43,73,27,5.68
359,Plettenberg Bay,ZA,2020-10-17 00:25:47,-34.05,23.37,66.31,57,30,5.48
360,Xichang,CN,2020-10-17 00:25:47,27.9,102.26,52.29,74,98,1.3
361,Yar-Sale,RU,2020-10-17 00:25:48,66.83,70.83,30.54,98,100,24.14
362,Sakakah,SA,2020-10-17 00:25:48,29.97,40.21,69.8,31,0,5.82
363,Saint George,US,2020-10-17 00:25:42,37.1,-113.58,82.99,8,1,4.7
364,Carthage,TN,2020-10-17 00:21:28,36.86,10.33,57.2,67,20,5.82
365,Neiafu,TO,2020-10-17 00:25:48,-18.65,-173.98,77.0,83,75,14.99
366,San Jeronimo,PE,2020-10-17 00:25:48,-11.95,-75.28,52.86,62,66,3.96
367,Ninotsminda,GE,2020-10-17 00:25:48,41.26,43.59,39.2,57,0,3.56
368,Palana,RU,2020-10-17 00:25:48,59.12,159.97,34.11,88,92,19.86
369,Nanortalik,GL,2020-10-17 00:25:49,60.14,-45.24,40.57,78,93,10.85
370,Sao Joao Da Barra,BR,2020-10-17 00:25:49,-21.64,-41.05,70.59,78,100,7.87
371,Lufilufi,WS,2020-10-17 00:25:49,-13.87,-171.6,82.4,88,90,6.93
372,Roebourne,AU,2020-10-17 00:25:49,-20.78,117.13,76.33,42,0,10.56
373,Marzuq,YE,2020-10-17 00:25:49,14.4,46.47,65.25,27,0,3.04
374,Tuatapere,NZ,2020-10-17 00:25:49,-46.13,167.68,54.0,62,50,5.01
375,Ulaangom,MN,2020-10-17 00:25:49,49.98,92.07,29.12,94,0,1.54
376,Sandusky,US,2020-10-17 00:25:50,41.35,-83.13,46.99,48,0,7.23
377,Libourne,FR,2020-10-17 00:25:50,44.92,-0.25,44.6,93,90,3.22
378,Cedar City,US,2020-10-17 00:21:44,37.68,-113.06,66.2,12,1,9.17
379,Rantepao,ID,2020-10-17 00:25:50,-2.97,119.9,68.52,90,100,0.85
380,Geraldton,AU,2020-10-17 00:25:50,-28.77,114.6,64.4,52,75,10.29
381,Zabol,AF,2020-10-17 00:25:50,32.25,67.25,38.91,60,0,4.76
382,Eyrarbakki,IS,2020-10-17 00:25:50,63.86,-21.15,44.6,81,21,4.7
383,Delcevo,MK,2020-10-17 00:25:51,41.97,22.77,57.99,88,100,1.01
384,Kudahuvadhoo,MV,2020-10-17 00:25:51,2.67,72.89,81.97,79,48,18.86
385,Araceli,PH,2020-10-17 00:25:51,10.55,119.99,80.44,81,100,10.09
386,Parabel,RU,2020-10-17 00:25:51,58.7,81.48,40.96,82,100,14.25
387,Lima,PE,2020-10-17 00:25:50,-12.04,-77.03,64.4,82,90,13.87
388,Bathsheba,BB,2020-10-17 00:25:51,13.22,-59.52,78.8,88,40,11.41
389,Mana,GF,2020-10-17 00:25:51,5.66,-53.78,80.31,77,32,12.21
390,Muros,ES,2020-10-17 00:25:52,42.78,-9.06,50.0,91,100,1.01
391,Zyryanka,RU,2020-10-17 00:25:52,65.75,150.85,29.14,98,100,14.03
392,Kilosa,TZ,2020-10-17 00:25:52,-6.83,36.98,70.34,84,13,2.51
393,Laguna,US,2020-10-17 00:25:52,38.42,-121.42,95.0,9,1,6.93
394,Fairbanks,US,2020-10-17 00:25:52,64.84,-147.72,23.0,45,1,9.17
395,Bagado,CO,2020-10-17 00:25:52,5.41,-76.42,75.63,90,100,1.83
396,Kijang,KR,2020-10-17 00:25:52,35.24,129.21,59.0,62,0,8.05
397,Baykit,RU,2020-10-17 00:25:53,61.67,96.37,27.12,94,100,7.85
398,West Wendover,US,2020-10-17 00:25:53,40.74,-114.07,64.4,17,1,3.51
399,Gamba,GA,2020-10-17 00:25:53,-2.65,10.0,75.76,86,72,6.78
400,Montalvo,EC,2020-10-17 00:25:53,-1.8,-79.33,80.69,59,65,2.17
401,Altar,MX,2020-10-17 00:25:53,30.7,-111.82,93.99,19,3,4.0
402,Rapar,IN,2020-10-17 00:25:53,23.57,70.63,86.32,61,97,6.17
403,Kushmurun,KZ,2020-10-17 00:25:53,52.45,64.63,52.97,45,99,14.03
404,Teguldet,RU,2020-10-17 00:25:53,57.31,88.17,40.57,89,97,12.06
405,Axim,GH,2020-10-17 00:25:54,4.87,-2.24,76.71,87,80,7.96
406,Ayan,RU,2020-10-17 00:25:54,56.45,138.17,34.65,80,57,4.94
407,Coari,BR,2020-10-17 00:25:54,-4.08,-63.14,78.87,77,86,1.86
408,Severo-Kurilsk,RU,2020-10-17 00:25:54,50.68,156.12,42.71,65,73,24.85
409,Buraydah,SA,2020-10-17 00:25:54,26.33,43.98,64.4,39,0,5.82
410,Brodokalmak,RU,2020-10-17 00:25:54,55.57,62.08,53.6,62,40,8.95
411,Chagoda,RU,2020-10-17 00:25:54,59.16,35.33,33.69,94,85,5.41
412,Lyubech,UA,2020-10-17 00:25:55,51.7,30.66,46.67,83,67,6.24
413,Homer,US,2020-10-17 00:21:54,59.64,-151.55,46.4,52,1,12.75
414,Zalari,RU,2020-10-17 00:25:55,53.56,102.51,29.1,92,78,4.29
415,Komsomolskiy,UZ,2020-10-17 00:25:55,40.43,71.72,51.8,62,0,6.93
416,Wajima,JP,2020-10-17 00:25:55,37.4,136.9,59.0,62,75,1.12
417,Vila,PT,2020-10-17 00:25:55,42.03,-8.16,45.0,87,100,1.01
418,Beloha,MG,2020-10-17 00:25:55,-25.17,45.05,65.5,81,75,11.9
419,Toccoa,US,2020-10-17 00:25:26,34.58,-83.33,59.0,54,1,8.05
420,Nkhata Bay,MW,2020-10-17 00:25:56,-11.61,34.29,74.53,69,22,4.25
421,Andover,GB,2020-10-17 00:25:56,51.21,-1.48,50.0,81,25,5.82
422,Vardo,NO,2020-10-17 00:25:56,70.37,31.11,37.58,75,100,9.69
423,Nianzishan,CN,2020-10-17 00:25:56,47.52,122.88,42.31,65,75,16.04
424,Coswig,DE,2020-10-17 00:25:56,51.13,13.58,46.0,100,90,6.93
425,Marawi,PH,2020-10-17 00:25:56,8.0,124.29,81.0,81,92,1.01
426,Saint-Gabriel,CA,2020-10-17 00:23:41,46.3,-73.38,50.0,93,90,10.29
427,Macamic,CA,2020-10-17 00:25:57,48.75,-79.0,37.4,59,75,6.93
428,Bilma,NE,2020-10-17 00:25:57,18.69,12.92,82.56,19,0,3.71
429,Ust-Ishim,RU,2020-10-17 00:25:57,57.69,71.17,45.97,83,86,8.66
430,Asau,RO,2020-10-17 00:25:57,46.43,26.4,52.0,98,100,1.41
431,Chara,RU,2020-10-17 00:25:57,56.91,118.26,14.63,84,17,4.03
432,Sabang,ID,2020-10-17 00:25:57,5.89,95.32,82.96,73,100,19.98
433,Russell,US,2020-10-17 00:25:58,32.35,-85.2,66.2,82,1,6.93
434,Maumere,ID,2020-10-17 00:25:58,-8.62,122.21,83.48,65,44,1.7
435,Mikuni,JP,2020-10-17 00:25:58,36.22,136.15,57.2,76,75,3.36
436,Dengzhou,CN,2020-10-17 00:25:58,37.81,120.75,58.37,48,0,11.12
437,Bahia Blanca,AR,2020-10-17 00:25:58,-38.72,-62.27,73.11,52,4,14.72
438,Bor,RU,2020-10-17 00:22:17,56.36,44.07,32.0,81,20,8.95
439,Binabalian,PH,2020-10-17 00:25:58,16.42,119.93,81.86,78,54,10.8
440,Lagoa,PT,2020-10-17 00:25:58,39.05,-27.98,63.77,62,75,7.85
441,Rio Grande,BR,2020-10-17 00:24:40,-32.03,-52.1,61.27,85,32,15.79
442,Carnot,CF,2020-10-17 00:25:59,4.94,15.87,69.13,91,55,2.13
443,Istok,XK,2020-10-17 00:25:59,42.78,20.49,46.99,75,40,1.12
444,Kudat,MY,2020-10-17 00:25:59,6.88,116.85,78.8,88,20,2.24
445,San Policarpo,PH,2020-10-17 00:25:59,12.18,125.51,82.33,78,89,5.19
446,Kaihua,CN,2020-10-17 00:25:59,23.37,104.28,51.57,89,99,6.98
447,Neyshabur,IR,2020-10-17 00:26:00,36.21,58.8,45.0,49,0,1.36
448,Huanuco,PE,2020-10-17 00:26:00,-9.93,-76.24,63.72,64,52,4.45
449,Avera,US,2020-10-17 00:26:00,33.19,-82.53,66.2,72,1,5.82
450,Padang,ID,2020-10-17 00:25:09,-0.95,100.35,78.8,72,99,3.6
451,Tombouctou,ML,2020-10-17 00:26:00,20.0,-3.0,90.23,13,0,8.99
452,Ubon Ratchathani,TH,2020-10-17 00:26:00,15.17,105.17,77.0,94,75,10.29
453,Rocky Mountain House,CA,2020-10-17 00:26:00,52.37,-114.92,27.59,98,100,9.98
454,Touros,BR,2020-10-17 00:26:00,-5.2,-35.46,77.0,83,20,10.29
455,Cockburn Town,TC,2020-10-17 00:26:01,21.46,-71.14,83.88,79,11,20.0
456,Zhigansk,RU,2020-10-17 00:26:01,66.77,123.37,17.92,92,93,5.41
457,Anloga,GH,2020-10-17 00:26:01,5.79,0.9,77.0,88,20,4.7
458,Yining,CN,2020-10-17 00:26:01,29.04,114.56,57.96,91,100,2.51
459,Melilla,ES,2020-10-17 00:26:01,35.29,-2.94,60.8,63,28,1.7
460,Rabat,MA,2020-10-17 00:26:01,33.99,-6.84,60.01,76,75,2.37
461,Pringsewu,ID,2020-10-17 00:26:02,-5.36,104.97,77.05,89,92,4.59
462,Kutum,SD,2020-10-17 00:26:02,14.2,24.67,75.81,19,0,8.72
463,Pacific Grove,US,2020-10-17 00:26:02,36.62,-121.92,86.0,49,1,10.29
464,Murgab,TM,2020-10-17 00:26:02,37.5,61.97,50.0,61,0,2.64
465,Maneadero,MX,2020-10-17 00:26:02,31.72,-116.57,84.99,26,0,1.99
466,Tual,ID,2020-10-17 00:26:02,-5.67,132.75,80.51,79,96,15.41
467,Auki,SB,2020-10-17 00:26:02,-8.77,160.7,85.89,69,4,2.89
468,Karratha,AU,2020-10-17 00:21:56,-20.74,116.85,74.32,48,0,12.37
469,Kamenka,RU,2020-10-17 00:26:03,51.32,42.77,46.99,89,91,6.71
470,Faya,SA,2020-10-17 00:26:03,18.39,42.45,59.0,28,0,3.71
471,Touho,NC,2020-10-17 00:26:03,-20.78,165.23,73.71,73,14,10.22
472,Balabac,PH,2020-10-17 00:26:03,7.99,117.06,81.39,77,100,6.98
473,Luganville,VU,2020-10-17 00:26:03,-15.53,167.17,82.4,74,40,9.17
474,Beatrice,US,2020-10-17 00:26:04,40.27,-96.75,54.0,34,40,8.05
475,Peleduy,RU,2020-10-17 00:26:04,59.63,112.74,25.74,95,100,9.91
476,Boysun,UZ,2020-10-17 00:26:04,38.21,67.2,46.72,53,1,1.52
477,Biryusinsk,RU,2020-10-17 00:26:04,55.96,97.82,31.21,95,100,4.56
478,Blackfoot,US,2020-10-17 00:26:04,43.19,-112.34,62.01,31,0,11.99
479,Ancud,CL,2020-10-17 00:26:04,-41.87,-73.82,53.01,76,52,9.17
480,Gazanjyk,TM,2020-10-17 00:26:05,39.24,55.52,54.16,38,0,7.56
481,Atar,MR,2020-10-17 00:26:05,20.52,-13.05,88.54,24,8,7.83
482,Rohtak,IN,2020-10-17 00:26:05,28.9,76.57,66.2,77,0,2.08
483,Ler,SS,2020-10-17 00:26:05,8.3,30.14,73.83,88,100,4.27
484,Corn Island,NI,2020-10-17 00:26:05,12.17,-83.04,83.32,76,93,11.74
485,Lawrence,US,2020-10-17 00:25:19,38.97,-95.24,55.99,34,20,6.93
486,Itarema,BR,2020-10-17 00:26:06,-2.92,-39.92,78.64,79,1,14.85
487,Aktas,KZ,2020-10-17 00:26:06,49.78,72.96,26.6,79,42,4.47
488,Cairns,AU,2020-10-17 00:21:41,-16.92,145.77,82.99,51,40,13.87
489,Ballina,AU,2020-10-17 00:26:06,-28.87,153.57,78.8,54,72,8.05
490,Bamiantong,CN,2020-10-17 00:26:06,44.93,130.53,42.01,63,0,7.94
491,Taixing,CN,2020-10-17 00:26:06,32.17,120.01,64.0,95,10,6.04
492,Cambados,ES,2020-10-17 00:26:06,42.51,-8.81,57.0,47,100,1.99
493,Acandi,CO,2020-10-17 00:26:07,8.51,-77.28,80.11,84,52,5.91
494,Derzhavinsk,KZ,2020-10-17 00:26:07,51.1,66.32,51.96,44,100,13.71
495,Ambon,ID,2020-10-17 00:26:07,-3.7,128.18,82.4,78,40,4.7
496,Ngunguru,NZ,2020-10-17 00:26:07,-35.62,174.5,66.0,61,1,8.99
497,Ituporanga,BR,2020-10-17 00:26:07,-27.41,-49.6,62.01,89,9,2.91
498,Pimentel,PE,2020-10-17 00:26:07,-6.84,-79.93,62.96,86,20,10.22
499,Ondjiva,AO,2020-10-17 00:26:07,-17.07,15.73,76.91,39,43,6.87
500,Kununurra,AU,2020-10-17 00:26:07,-15.77,128.73,87.8,62,0,9.17
501,Vanimo,PG,2020-10-17 00:26:08,-2.67,141.3,79.34,77,100,5.91
502,Sawtell,AU,2020-10-17 00:26:08,-30.38,153.1,77.0,73,36,18.34
503,Guerrero Negro,MX,2020-10-17 00:26:08,27.98,-114.06,78.6,51,51,16.33
504,Road Town,VG,2020-10-17 00:23:33,18.42,-64.62,80.6,100,75,4.7
505,Maryville,US,2020-10-17 00:24:14,35.76,-83.97,55.4,47,1,4.7
506,Lumphat,KH,2020-10-17 00:26:08,13.49,106.98,73.62,98,100,3.96
507,Hailar,CN,2020-10-17 00:26:08,49.2,119.7,33.75,87,3,16.84
508,Salmas,IR,2020-10-17 00:26:08,38.2,44.77,46.4,47,0,6.93
509,Roma,US,2020-10-17 00:23:47,43.21,-75.46,42.8,87,75,3.18
510,Kajaani,FI,2020-10-17 00:26:09,64.23,27.73,37.4,93,90,9.17
511,Saint-Georges,GD,2020-10-17 00:26:09,12.06,-61.75,84.2,79,40,16.11
512,Ilebo,CD,2020-10-17 00:26:09,-4.32,20.58,70.88,93,99,1.03
513,Porto Murtinho,BR,2020-10-17 00:26:09,-21.7,-57.88,81.9,54,55,3.58
514,Antigonish,CA,2020-10-17 00:26:09,45.62,-62.0,52.0,92,31,1.01
515,Japura,ID,2020-10-17 00:26:09,-0.32,102.35,75.94,91,96,1.92
516,Aanekoski,FI,2020-10-17 00:26:09,62.69,25.82,30.99,100,40,4.7
517,Westport,US,2020-10-17 00:25:07,41.14,-73.36,51.01,98,100,6.42
518,Chalus,IR,2020-10-17 00:26:10,36.66,51.42,57.2,82,0,2.24
519,Sungairaya,ID,2020-10-17 00:26:10,0.7,108.9,81.01,78,89,5.88
520,Mahibadhoo,MV,2020-10-17 00:26:10,3.78,72.97,81.93,77,3,16.04
521,Tahoua,NE,2020-10-17 00:26:11,14.89,5.27,84.2,66,9,2.24
522,The Valley,AI,2020-10-17 00:26:11,18.22,-63.06,78.8,94,20,12.75
523,Curvelo,BR,2020-10-17 00:23:24,-18.76,-44.43,74.17,76,92,1.48
524,Cap Malheureux,MU,2020-10-17 00:26:11,-19.98,57.61,68.0,94,20,5.82
525,Susuman,RU,2020-10-17 00:26:11,62.78,148.17,20.07,92,97,4.43
526,Ambilobe,MG,2020-10-17 00:26:11,-13.2,49.05,70.65,75,47,2.84
527,El Tocuyo,VE,2020-10-17 00:26:12,9.79,-69.79,78.8,65,61,10.29
528,Frontera,MX,2020-10-17 00:26:12,26.93,-101.45,75.0,33,21,3.0
529,Chengde,CN,2020-10-17 00:26:12,40.97,117.94,46.13,50,0,2.01
530,Poshekhonye,RU,2020-10-17 00:26:12,58.5,39.14,33.62,91,15,5.82
531,Tessalit,ML,2020-10-17 00:26:12,20.2,1.01,84.49,15,0,9.31
532,Lazaro Cardenas,MX,2020-10-17 00:26:12,17.96,-102.2,83.34,80,49,4.14
533,Kayerkan,RU,2020-10-17 00:26:12,69.35,87.76,15.8,92,35,11.18
534,Mariental,NA,2020-10-17 00:26:13,-24.63,17.97,71.28,21,14,6.08
535,Lokosovo,RU,2020-10-17 00:26:13,61.13,74.82,37.11,77,87,21.63
536,Puerto Baquerizo Moreno,EC,2020-10-17 00:26:13,-0.9,-89.6,70.09,86,97,11.88
537,Juuru,EE,2020-10-17 00:26:13,59.06,24.96,39.2,86,75,2.24
538,Rosetta,EG,2020-10-17 00:26:13,31.4,30.42,73.4,69,3,5.1
539,Nara,JP,2020-10-17 00:26:13,34.69,135.8,57.0,93,75,1.12
